league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,52,36,.591,-,L3
Unknown,Yankees,50,40,.556,3.0,W1
Unknown,Blue Jays,42,49,.462,11.5,L3
Unknown,Orioles,42,49,.462,11.5,L1
Unknown,Red Sox,40,48,.455,12.0,W3
Unknown,White Sox,47,42,.528,-,W2
Unknown,Guardians,47,44,.516,1.0,L2
Unknown,Twins,44,47,.484,4.0,W2
Unknown,Tigers,40,50,.444,7.5,W2
Unknown,Royals,37,54,.407,11.0,W2
Unknown,Mariners,47,44,.516,-,W2
Unknown,Rangers,45,45,.500,1.5,L2
Unknown,Astros,45,48,.484,3.0,L1
Unknown,Athletics,41,49,.456,5.5,L3
Unknown,Angels,36,55,.396,11.0,L6
Unknown,Braves,52,37,.584,-,L2
Unknown,Phillies,50,41,.549,3.0,L2
Unknown,Marlins,49,42,.538,4.0,W3
Unknown,Nationals,47,45,.511,6.5,W1
Unknown,Mets,38,53,.418,15.0,W2
Unknown,Brewers,56,33,.629,-,W2
Unknown,Cubs,50,40,.556,6.5,W1
Unknown,Cardinals,47,41,.534,8.5,L2
Unknown,Pirates,46,45,.505,11.0,W2
Unknown,Reds,41,48,.461,15.0,W1
Unknown,Dodgers,60,32,.652,-,W1
Unknown,D-backs,45,45,.500,14.0,W1
Unknown,Padres,44,46,.489,15.0,L1
Unknown,Giants,38,52,.422,21.0,W1
Unknown,Rockies,37,55,.402,23.0,L1
