game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
824410,R,2026,2026-07-20T22:40:00Z,Final,Minnesota Twins,4,Cleveland Guardians,13,Progressive Field
823522,R,2026,2026-07-20T23:05:00Z,Final,Pittsburgh Pirates,5,New York Yankees,8,Yankee Stadium
822788,R,2026,2026-07-20T23:07:00Z,Final,Tampa Bay Rays,7,Toronto Blue Jays,1,Rogers Centre
824736,R,2026,2026-07-20T23:10:00Z,Final,Baltimore Orioles,5,Boston Red Sox,6,Fenway Park
823436,R,2026,2026-07-20T23:10:00Z,Final,Los Angeles Dodgers,7,Philadelphia Phillies,10,Citizens Bank Park
824898,R,2026,2026-07-20T23:15:00Z,Final,San Diego Padres,2,Atlanta Braves,3,Truist Park
824087,R,2026,2026-07-20T23:40:00Z,Final,San Francisco Giants,3,Kansas City Royals,4,Kauffman Stadium
823762,R,2026,2026-07-20T23:40:00Z,Final,New York Mets,3,Milwaukee Brewers,8,American Family Field
824654,R,2026,2026-07-21T00:05:00Z,Final,Detroit Tigers,8,Chicago Cubs,6,Wrigley Field
822874,R,2026,2026-07-21T00:05:00Z,Final,Chicago White Sox,10,Texas Rangers,3,Globe Life Field
824167,R,2026,2026-07-21T00:10:00Z,Final,Miami Marlins,5,Houston Astros,8,Daikin Park
824328,R,2026,2026-07-21T00:40:00Z,Final,Washington Nationals,7,Colorado Rockies,3,Coors Field
825058,R,2026,2026-07-21T01:40:00Z,Final,Athletics,5,Arizona Diamondbacks,2,Chase Field
823112,R,2026,2026-07-21T01:40:00Z,Final,Cincinnati Reds,0,Seattle Mariners,8,T-Mobile Park
824006,R,2026,2026-07-21T02:10:00Z,Final,St. Louis Cardinals,2,Los Angeles Angels,3,Angel Stadium
