league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,68,46,.596,-,W3
Unknown,Yankees,64,51,.557,4.5,L1
Unknown,Red Sox,63,51,.553,5.0,W8
Unknown,Orioles,56,59,.487,12.5,L1
Unknown,Blue Jays,54,62,.466,15.0,L1
Unknown,White Sox,59,55,.518,-,L3
Unknown,Twins,57,59,.491,3.0,W1
Unknown,Guardians,57,59,.491,3.0,L3
Unknown,Tigers,56,59,.487,3.5,W1
Unknown,Royals,48,68,.414,12.0,L1
Unknown,Astros,59,57,.509,-,L1
Unknown,Rangers,57,58,.496,1.5,W2
Unknown,Mariners,56,60,.483,3.0,L1
Unknown,Athletics,45,70,.391,13.5,L8
Unknown,Angels,44,71,.383,14.5,W1
Unknown,Braves,70,45,.609,-,W8
Unknown,Phillies,62,54,.534,8.5,W1
Unknown,Marlins,58,58,.500,12.5,L3
Unknown,Nationals,56,61,.479,15.0,L1
Unknown,Mets,50,66,.431,20.5,W3
Unknown,Brewers,72,43,.626,-,W3
Unknown,Cubs,67,49,.578,5.5,W4
Unknown,Cardinals,57,58,.496,15.0,W1
Unknown,Reds,56,58,.491,15.5,W4
Unknown,Pirates,57,60,.487,16.0,L3
Unknown,Dodgers,69,46,.600,-,L6
Unknown,D-backs,61,55,.526,8.5,L1
Unknown,Padres,60,56,.517,9.5,W1
Unknown,Giants,48,67,.417,21.0,L2
Unknown,Rockies,45,70,.391,24.0,L3
