player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Enrique Hernández,Los Angeles Dodgers,34,2,0,0,2,2,0,1,0,0,0,4,0,1.000,4,1.000,2.250,3.250,0,0,.---,.---,0,12,4,9,2,0,0,0,1.000,-.--,0,4.00
Victor Mederos,Atlanta Braves,25,6,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,1,0,0,1,0,0,1,1,1,0,1,0,.500,2,.667,2.000,2.667,0,0,.---,.---,0,14,3,4,1,0,0,0,.---,-.--,0,2.00
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Abimelec Ortiz,Washington Nationals,24,1,1,0,0,1,0,0,0,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,1,12,2,2,0,1,0,0,.500,1.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Eduardo Valencia,Detroit Tigers,26,6,2,1,3,0,0,2,4,0,0,5,1,.417,12,.462,.917,1.379,0,0,.---,.---,0,51,13,11,3,3,0,0,.500,2.00,0,6.00
Christian Encarnacion-Strand,Baltimore Orioles,26,5,3,6,3,1,0,3,4,1,1,8,0,.400,20,.429,.900,1.329,0,0,.---,.---,0,71,22,18,8,13,1,0,.385,0.50,0,6.67
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,6,2,2,5,4,0,0,7,3,0,7,0,.389,18,.476,.611,1.087,0,0,.---,.---,0,81,21,11,3,10,0,0,.636,1.00,0,-.--
Tyler Locklear,Arizona Diamondbacks,25,5,5,2,4,1,0,1,3,3,0,6,0,.375,16,.474,.625,1.099,0,1,1.000,.000,2,80,19,10,5,8,0,0,.417,2.50,0,16.00
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Tommy White,Athletics,23,6,9,6,2,2,0,0,0,2,0,8,0,.348,23,.400,.435,.835,1,0,.000,1.000,1,88,25,10,0,5,0,0,.348,1.50,0,-.--
Tommy Edman,Los Angeles Dodgers,31,29,25,17,16,5,2,2,20,8,0,31,4,.341,91,.417,.505,.922,1,2,.667,.333,2,381,105,46,17,42,2,0,.420,1.47,0,45.50
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Justin Dean,Chicago Cubs,29,12,1,0,3,0,1,0,3,2,0,2,0,.333,6,.500,.667,1.167,0,0,.---,.---,0,31,8,4,3,7,0,0,.667,1.00,0,-.--
