league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,85,57,.599,-,W2
Unknown,Yankees,81,61,.570,4.0,W1
Unknown,Red Sox,78,65,.545,7.5,W3
Unknown,Blue Jays,72,71,.503,13.5,W4
Unknown,Orioles,69,74,.483,16.5,L5
Unknown,White Sox,74,68,.521,-,L1
Unknown,Guardians,72,71,.503,2.5,L1
Unknown,Twins,68,74,.479,6.0,W1
Unknown,Tigers,65,77,.458,9.0,W1
Unknown,Royals,63,80,.441,11.5,L2
Unknown,Astros,73,70,.510,-,L1
Unknown,Rangers,70,73,.490,3.0,L2
Unknown,Mariners,66,77,.462,7.0,L3
Unknown,Athletics,57,86,.399,16.0,W4
Unknown,Angels,54,88,.380,18.5,W1
Unknown,Braves,84,58,.592,-,L1
Unknown,Phillies,80,62,.563,4.0,W1
Unknown,Marlins,71,72,.497,13.5,L3
Unknown,Nationals,67,77,.465,18.0,L3
Unknown,Mets,64,78,.451,20.0,L1
Unknown,Brewers,88,55,.615,-,L1
Unknown,Cubs,81,62,.566,7.0,W3
Unknown,Cardinals,71,72,.497,17.0,L1
Unknown,Pirates,70,73,.490,18.0,L1
Unknown,Reds,68,74,.479,19.5,W1
Unknown,Dodgers,85,57,.599,-,W3
Unknown,D-backs,75,68,.524,10.5,W1
Unknown,Padres,74,68,.521,11.0,L1
Unknown,Giants,59,84,.413,26.5,W1
Unknown,Rockies,55,87,.387,30.0,W1
