league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,87,59,.596,-,L1
Unknown,Yankees,84,62,.575,3.0,W3
Unknown,Red Sox,80,67,.544,7.5,L2
Unknown,Blue Jays,73,74,.497,14.5,L1
Unknown,Orioles,71,76,.483,16.5,W1
Unknown,White Sox,75,71,.514,-,L3
Unknown,Guardians,74,73,.503,1.5,L1
Unknown,Twins,69,77,.473,6.0,L1
Unknown,Tigers,67,79,.459,8.0,W1
Unknown,Royals,65,82,.442,10.5,W1
Unknown,Astros,75,72,.510,-,W1
Unknown,Rangers,72,75,.490,3.0,L2
Unknown,Mariners,69,78,.469,6.0,W2
Unknown,Athletics,59,88,.401,16.0,W1
Unknown,Angels,56,90,.384,18.5,W2
Unknown,Braves,86,61,.585,-,W1
Unknown,Phillies,82,65,.558,4.0,L1
Unknown,Marlins,72,75,.490,14.0,L3
Unknown,Mets,68,78,.466,17.5,W4
Unknown,Nationals,67,81,.453,19.5,L7
Unknown,Brewers,91,56,.619,-,W3
Unknown,Cubs,81,66,.551,10.0,L4
Unknown,Pirates,74,73,.503,17.0,W4
Unknown,Cardinals,72,75,.490,19.0,L3
Unknown,Reds,69,77,.473,21.5,L3
Unknown,Dodgers,89,57,.610,-,W7
Unknown,Padres,78,68,.534,11.0,W4
Unknown,D-backs,78,69,.531,11.5,L1
Unknown,Giants,62,85,.422,27.5,W3
Unknown,Rockies,55,91,.377,34.0,L4
