game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
823358,R,2026,2026-07-12T16:15:00Z,Final,Milwaukee Brewers,5,Pittsburgh Pirates,14,PNC Park
824814,R,2026,2026-07-12T17:35:00Z,Final,Kansas City Royals,2,Baltimore Orioles,8,Oriole Park at Camden Yards
822708,R,2026,2026-07-12T17:35:00Z,Final,New York Yankees,5,Washington Nationals,3,Nationals Park
824491,R,2026,2026-07-12T17:40:00Z,Final,Chicago Cubs,8,Cincinnati Reds,4,Great American Ball Park
823602,R,2026,2026-07-12T17:40:00Z,Final,Boston Red Sox,3,New York Mets,2,Citi Field
822951,R,2026,2026-07-12T17:40:00Z,Final,Seattle Mariners,8,Tampa Bay Rays,2,Tropicana Field
824250,R,2026,2026-07-12T17:40:00Z,Final,Philadelphia Phillies,5,Detroit Tigers,0,Comerica Park
823842,R,2026,2026-07-12T17:40:00Z,Final,Cleveland Guardians,5,Miami Marlins,2,loanDepot park
823681,R,2026,2026-07-12T18:10:00Z,Final,Los Angeles Angels,2,Minnesota Twins,4,Target Field
824574,R,2026,2026-07-12T18:10:00Z,Final,Athletics,1,Chicago White Sox,9,Rate Field
823029,R,2026,2026-07-12T18:15:00Z,Final,Atlanta Braves,4,St. Louis Cardinals,3,Busch Stadium
822876,R,2026,2026-07-12T18:35:00Z,Final,Houston Astros,5,Texas Rangers,6,Globe Life Field
823199,R,2026,2026-07-12T20:05:00Z,Final,Colorado Rockies,1,San Francisco Giants,3,Oracle Park
823925,R,2026,2026-07-12T20:10:00Z,Final,Arizona Diamondbacks,5,Los Angeles Dodgers,3,UNIQLO Field at Dodger Stadium
823274,R,2026,2026-07-12T20:10:00Z,Final,Toronto Blue Jays,4,San Diego Padres,5,Petco Park
