league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,59,43,.578,-,L1
Unknown,Yankees,57,45,.559,2.0,W1
Unknown,Red Sox,52,49,.515,6.5,L1
Unknown,Orioles,50,53,.485,9.5,W1
Unknown,Blue Jays,47,56,.456,12.5,W1
Unknown,White Sox,54,47,.535,-,W1
Unknown,Guardians,54,50,.519,1.5,L2
Unknown,Twins,51,53,.490,4.5,W2
Unknown,Tigers,49,54,.476,6.0,W2
Unknown,Royals,43,61,.413,12.5,L1
Unknown,Rangers,51,51,.500,-,L1
Unknown,Mariners,51,52,.495,0.5,L2
Unknown,Astros,50,54,.481,2.0,W3
Unknown,Athletics,43,59,.422,8.0,L2
Unknown,Angels,41,62,.398,10.5,L1
Unknown,Braves,60,42,.588,-,W2
Unknown,Phillies,56,47,.544,4.5,L2
Unknown,Marlins,52,51,.505,8.5,L9
Unknown,Nationals,52,51,.505,8.5,W1
Unknown,Mets,43,60,.417,17.5,L1
Unknown,Brewers,64,38,.627,-,W1
Unknown,Cubs,57,45,.559,7.0,L1
Unknown,Pirates,53,50,.515,11.5,L1
Unknown,Cardinals,52,50,.510,12.0,L1
Unknown,Reds,47,54,.465,16.5,W2
Unknown,Dodgers,65,38,.631,-,W2
Unknown,D-backs,54,49,.524,11.0,W3
Unknown,Padres,50,53,.485,15.0,L2
Unknown,Giants,42,60,.412,22.5,L5
Unknown,Rockies,41,63,.394,24.5,L1
