game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
823509,R,2026,2026-08-22T17:35:00Z,Final,Toronto Blue Jays,4,New York Yankees,3,Yankee Stadium
823743,R,2026,2026-08-22T18:10:00Z,Final,Atlanta Braves,1,Milwaukee Brewers,4,American Family Field
823831,R,2026,2026-08-22T20:10:00Z,Final,Washington Nationals,2,Miami Marlins,4,loanDepot park
823422,R,2026,2026-08-22T22:05:00Z,Final,St. Louis Cardinals,3,Philadelphia Phillies,12,Citizens Bank Park
824798,R,2026,2026-08-22T23:05:00Z,Final,Tampa Bay Rays,2,Baltimore Orioles,3,Oriole Park at Camden Yards
822858,R,2026,2026-08-22T23:05:00Z,Final,Los Angeles Angels,3,Texas Rangers,0,Globe Life Field
824151,R,2026,2026-08-22T23:10:00Z,Final,Athletics,4,Houston Astros,3,Daikin Park
824560,R,2026,2026-08-22T23:10:00Z,Final,New York Mets,10,Chicago White Sox,5,Rate Field
824073,R,2026,2026-08-22T23:15:00Z,Final,Detroit Tigers,1,Kansas City Royals,3,Kauffman Stadium
823910,R,2026,2026-08-22T23:15:00Z,Final,Pittsburgh Pirates,3,Los Angeles Dodgers,4,UNIQLO Field at Dodger Stadium
823100,R,2026,2026-08-22T23:15:00Z,Final,Chicago Cubs,4,Seattle Mariners,5,T-Mobile Park
824718,R,2026,2026-08-22T23:15:00Z,Final,San Francisco Giants,2,Boston Red Sox,3,Fenway Park
825044,R,2026,2026-08-23T00:10:00Z,Final,Cincinnati Reds,11,Arizona Diamondbacks,5,Chase Field
824316,R,2026,2026-08-23T00:10:00Z,Final,Cleveland Guardians,4,Colorado Rockies,3,Coors Field
823261,R,2026,2026-08-23T00:40:00Z,Final,Minnesota Twins,5,San Diego Padres,7,Petco Park
