player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Enrique Hernández,Los Angeles Dodgers,34,2,0,0,2,2,0,1,0,0,0,4,0,1.000,4,1.000,2.250,3.250,0,0,.---,.---,0,12,4,9,2,0,0,0,1.000,-.--,0,4.00
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,1,1,0,0,1,0,0,1,0,0,2,0,.500,4,.500,.750,1.250,0,0,.---,.---,0,8,4,3,1,3,0,0,.667,1.00,0,-.--
Abimelec Ortiz,Washington Nationals,24,1,1,0,0,1,0,0,0,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,1,12,2,2,0,1,0,0,.500,1.00,0,-.--
Eduardo Valencia,Detroit Tigers,26,4,2,0,3,0,0,2,3,0,0,5,1,.500,10,.545,1.100,1.645,0,0,.---,.---,0,44,11,11,3,2,0,0,.600,2.00,0,5.00
Joshua Kuroda-Grauer,Athletics,23,12,15,6,4,5,0,0,5,0,0,19,1,.422,45,.435,.533,.968,1,0,.000,1.000,3,170,46,24,1,12,0,0,.475,2.50,0,-.--
Justin Dean,Chicago Cubs,29,10,1,0,3,0,1,0,2,1,0,2,0,.400,5,.500,.800,1.300,0,0,.---,.---,0,22,6,4,3,4,0,0,.667,1.00,0,-.--
Rafael Flores Jr.,Pittsburgh Pirates,25,4,4,1,2,1,0,1,1,2,0,4,0,.400,10,.500,.800,1.300,0,0,.---,.---,0,42,12,8,2,3,0,0,.375,4.00,0,10.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Tyler Tolbert,Kansas City Royals,28,34,14,11,17,1,0,2,11,4,0,20,0,.370,54,.407,.500,.907,3,10,.769,.231,2,211,60,27,5,25,1,1,.429,1.27,0,27.00
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Jonatan Clase,Toronto Blue Jays,24,6,4,2,4,0,0,2,5,2,0,6,0,.353,17,.421,.706,1.127,0,0,.---,.---,0,84,19,12,6,4,0,0,.400,2.00,0,8.50
Tommy Edman,Los Angeles Dodgers,31,22,21,11,11,4,1,1,14,8,0,23,1,.343,67,.421,.478,.899,1,2,.667,.333,2,292,78,32,11,28,2,0,.423,1.91,0,67.00
Otto Lopez,Miami Marlins,27,95,107,94,61,26,6,9,58,20,0,127,4,.334,380,.368,.505,.873,3,17,.850,.150,8,1484,410,192,45,137,0,6,.370,1.14,0,42.22
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Luis Arraez,San Francisco Giants,29,91,106,134,48,21,7,4,16,24,4,119,3,.330,361,.369,.460,.829,0,8,1.000,.000,6,1476,402,166,35,95,6,8,.330,0.79,0,90.25
Samad Taylor,San Diego Padres,27,26,24,7,14,1,1,1,30,12,0,29,0,.330,88,.410,.398,.808,1,6,.857,.143,2,411,102,35,11,30,2,0,.491,3.43,0,88.00
Yandy Díaz,Tampa Bay Rays,34,90,103,80,51,17,1,13,54,37,4,111,9,.322,345,.398,.490,.888,1,1,.500,.500,9,1461,394,169,55,106,0,3,.349,1.29,0,26.54
Donovan Walton,Los Angeles Angels,32,32,20,25,14,8,0,3,18,5,0,29,0,.319,91,.354,.505,.859,0,0,.---,.---,1,367,97,46,12,37,1,0,.371,0.80,0,30.33
Yordan Alvarez,Houston Astros,29,96,57,112,65,17,0,31,72,63,15,111,5,.318,349,.426,.633,1.059,0,1,1.000,.000,2,1643,420,221,70,116,0,3,.321,0.51,0,11.26
Jordan Lawlar,Arizona Diamondbacks,23,12,6,10,6,2,0,1,10,3,0,12,3,.316,38,.409,.447,.856,0,4,1.000,.000,0,175,44,17,4,15,0,0,.407,0.60,0,38.00
Blaze Alexander,Baltimore Orioles,27,82,58,43,31,12,2,4,54,16,1,69,4,.312,221,.368,.439,.807,3,9,.750,.250,5,936,246,97,29,79,2,1,.396,1.35,2,55.25
Andrew Vaughn,Milwaukee Brewers,28,55,41,43,20,14,2,2,19,20,1,46,2,.311,148,.398,.473,.871,0,0,.---,.---,3,652,171,70,24,84,0,1,.344,0.95,0,74.00
