player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Victor Mederos,Atlanta Braves,25,9,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Max Clark,Detroit Tigers,21,1,1,0,2,2,0,0,0,1,0,3,0,.750,4,.800,1.250,2.050,0,0,.---,.---,0,17,5,5,1,0,0,0,.750,1.00,0,-.--
Enrique Hernández,Los Angeles Dodgers,34,4,3,0,2,2,0,1,1,0,0,5,0,.556,9,.556,1.111,1.667,0,0,.---,.---,0,25,9,10,2,0,0,0,.571,3.00,0,9.00
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Bryan De La Cruz,Philadelphia Phillies,29,6,1,3,2,1,0,1,4,1,0,7,0,.500,14,.500,.786,1.286,0,0,.---,.---,0,55,16,11,2,2,0,1,.600,0.33,0,14.00
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Abimelec Ortiz,Washington Nationals,24,1,1,0,0,1,0,0,0,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,1,12,2,2,0,1,0,0,.500,1.00,0,-.--
James Triantos,Chicago Cubs,23,2,1,0,1,0,0,0,0,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,.---,0,5,2,1,0,2,0,0,.500,1.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,16,19,9,8,7,0,1,7,1,0,25,1,.417,60,.435,.583,1.018,1,0,.000,1.000,3,226,62,35,4,18,0,0,.462,2.11,0,60.00
Eduardo Valencia,Detroit Tigers,26,9,5,3,8,1,0,4,6,0,0,10,1,.417,24,.440,.958,1.398,0,0,.---,.---,1,95,25,23,7,11,0,0,.429,1.67,0,6.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Justin Dean,Chicago Cubs,29,16,1,0,3,0,1,0,4,2,0,3,0,.375,8,.500,.625,1.125,0,0,.---,.---,0,37,10,5,3,8,0,0,.750,1.00,0,-.--
