game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
823062,R,2026,2026-07-07T18:15:00Z,Final,Milwaukee Brewers,4,St. Louis Cardinals,3,Busch Stadium
823035,R,2026,2026-07-07T23:45:00Z,Final,Milwaukee Brewers,10,St. Louis Cardinals,2,Busch Stadium
824820,R,2026,2026-07-07T22:35:00Z,Final,Chicago Cubs,5,Baltimore Orioles,2,Oriole Park at Camden Yards
824254,R,2026,2026-07-07T22:40:00Z,Final,Athletics,2,Detroit Tigers,6,Comerica Park
823361,R,2026,2026-07-07T22:40:00Z,Final,Atlanta Braves,4,Pittsburgh Pirates,12,PNC Park
823847,R,2026,2026-07-07T22:40:00Z,Final,Seattle Mariners,5,Miami Marlins,6,loanDepot park
822956,R,2026,2026-07-07T22:40:00Z,Final,New York Yankees,4,Tampa Bay Rays,6,Tropicana Field
822713,R,2026,2026-07-07T22:45:00Z,Final,Houston Astros,6,Washington Nationals,3,Nationals Park
823607,R,2026,2026-07-07T23:10:00Z,Final,Kansas City Royals,16,New York Mets,12,Citi Field
824495,R,2026,2026-07-07T23:10:00Z,Final,Philadelphia Phillies,4,Cincinnati Reds,1,Great American Ball Park
823687,R,2026,2026-07-07T23:40:00Z,Final,Cleveland Guardians,1,Minnesota Twins,3,Target Field
824579,R,2026,2026-07-07T23:40:00Z,Final,Boston Red Sox,8,Chicago White Sox,1,Rate Field
822881,R,2026,2026-07-08T00:05:00Z,Final,Los Angeles Angels,3,Texas Rangers,8,Globe Life Field
823280,R,2026,2026-07-08T01:40:00Z,Final,Arizona Diamondbacks,1,San Diego Padres,4,Petco Park
823203,R,2026,2026-07-08T01:45:00Z,Final,Toronto Blue Jays,9,San Francisco Giants,3,Oracle Park
823929,R,2026,2026-07-08T02:10:00Z,Final,Colorado Rockies,4,Los Angeles Dodgers,3,UNIQLO Field at Dodger Stadium
