league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,57,42,.576,-,W1
Unknown,Yankees,56,44,.560,1.5,W2
Unknown,Red Sox,51,48,.515,6.0,W14
Unknown,Orioles,49,52,.485,9.0,L1
Unknown,Blue Jays,46,54,.460,11.5,L2
Unknown,White Sox,53,46,.535,-,W2
Unknown,Guardians,53,48,.525,1.0,W1
Unknown,Twins,49,52,.485,5.0,L3
Unknown,Tigers,47,53,.470,6.5,W1
Unknown,Royals,41,60,.406,13.0,W1
Unknown,Mariners,51,50,.505,-,W3
Unknown,Rangers,50,50,.500,0.5,L2
Unknown,Astros,48,54,.471,3.5,W1
Unknown,Athletics,43,57,.430,7.5,W1
Unknown,Angels,40,61,.396,11.0,W2
Unknown,Braves,58,41,.586,-,W2
Unknown,Phillies,56,45,.554,3.0,W1
Unknown,Marlins,52,49,.515,7.0,L7
Unknown,Nationals,51,50,.505,8.0,W2
Unknown,Mets,42,59,.416,17.0,L1
Unknown,Brewers,63,37,.630,-,W4
Unknown,Cubs,56,44,.560,7.0,L1
Unknown,Cardinals,51,48,.515,11.5,L3
Unknown,Pirates,52,49,.515,11.5,L1
Unknown,Reds,45,54,.455,17.5,L1
Unknown,Dodgers,63,38,.624,-,L2
Unknown,D-backs,51,49,.510,11.5,L1
Unknown,Padres,49,51,.490,13.5,L1
Unknown,Giants,42,58,.420,20.5,L3
Unknown,Rockies,40,62,.392,23.5,L2
