league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,95,60,.613,-,W2
Unknown,Yankees,89,66,.574,6.0,L2
Unknown,Red Sox,84,72,.538,11.5,L2
Unknown,Blue Jays,77,79,.494,18.5,W1
Unknown,Orioles,75,81,.481,20.5,L3
Unknown,Guardians,81,75,.519,-,W5
Unknown,White Sox,80,76,.513,1.0,W2
Unknown,Twins,73,83,.468,8.0,W1
Unknown,Tigers,73,83,.468,8.0,L2
Unknown,Royals,67,89,.429,14.0,L4
Unknown,Rangers,78,78,.500,-,L1
Unknown,Astros,77,79,.494,1.0,L3
Unknown,Mariners,73,83,.468,5.0,W1
Unknown,Athletics,61,95,.391,17.0,L6
Unknown,Angels,60,96,.385,18.0,L1
Unknown,Braves,92,64,.590,-,W3
Unknown,Phillies,86,70,.551,6.0,W1
Unknown,Marlins,76,80,.487,16.0,L3
Unknown,Nationals,73,83,.468,19.0,L1
Unknown,Mets,71,85,.455,21.0,L1
Unknown,Brewers,98,58,.628,-,W3
Unknown,Cubs,87,69,.558,11.0,W2
Unknown,Pirates,79,77,.506,19.0,W4
Unknown,Cardinals,76,80,.487,22.0,W1
Unknown,Reds,72,84,.462,26.0,L2
Unknown,Dodgers,96,60,.615,-,W4
Unknown,Padres,87,69,.558,9.0,W5
Unknown,D-backs,82,74,.526,14.0,W2
Unknown,Giants,64,92,.410,32.0,L3
Unknown,Rockies,57,99,.365,39.0,L1
