league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,54,36,.600,-,W2
Unknown,Yankees,50,42,.543,5.0,L2
Unknown,Blue Jays,44,49,.473,11.5,W2
Unknown,Red Sox,42,48,.467,12.0,W5
Unknown,Orioles,42,51,.452,13.5,L3
Unknown,White Sox,47,44,.516,-,L2
Unknown,Guardians,47,46,.505,1.0,L4
Unknown,Twins,46,47,.495,2.0,W4
Unknown,Tigers,42,50,.457,5.5,W4
Unknown,Royals,38,55,.409,10.0,L1
Unknown,Mariners,47,46,.505,-,L2
Unknown,Rangers,46,46,.500,0.5,L1
Unknown,Astros,46,49,.484,2.0,L1
Unknown,Athletics,41,51,.446,5.5,L5
Unknown,Angels,37,56,.398,10.0,W1
Unknown,Braves,53,38,.582,-,W1
Unknown,Phillies,51,42,.548,3.0,L1
Unknown,Marlins,51,42,.548,3.0,W5
Unknown,Nationals,48,46,.511,6.5,W1
Unknown,Mets,39,54,.419,15.0,W1
Unknown,Brewers,58,34,.630,-,L1
Unknown,Cubs,52,40,.565,6.0,W3
Unknown,Cardinals,48,43,.527,9.5,W1
Unknown,Pirates,47,46,.505,11.5,L1
Unknown,Reds,42,49,.462,15.5,W1
Unknown,Dodgers,61,33,.649,-,W1
Unknown,Padres,46,46,.500,14.0,W2
Unknown,D-backs,45,47,.489,15.0,L2
Unknown,Giants,38,54,.413,22.0,L2
Unknown,Rockies,38,56,.404,23.0,L1
