game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
824261,R,2026,2026-06-22T22:10:00Z,Final,New York Yankees,3.0,Detroit Tigers,5.0,Comerica Park
822964,R,2026,2026-06-22T22:40:00Z,Final,Kansas City Royals,2.0,Tampa Bay Rays,1.0,Tropicana Field
823851,R,2026,2026-06-22T22:40:00Z,Final,Texas Rangers,4.0,Miami Marlins,3.0,loanDepot park
822720,R,2026,2026-06-22T22:45:00Z,Final,Philadelphia Phillies,1.0,Washington Nationals,4.0,Nationals Park
822800,R,2026,2026-06-22T23:07:00Z,Final,Houston Astros,2.0,Toronto Blue Jays,4.0,Rogers Centre
824502,R,2026,2026-06-22T23:10:00Z,Final,Milwaukee Brewers,2.0,Cincinnati Reds,1.0,Great American Ball Park
823692,R,2026,2026-06-22T23:40:00Z,Final,Los Angeles Dodgers,2.0,Minnesota Twins,1.0,Target Field
824585,R,2026,2026-06-22T23:40:00Z,Final,Cleveland Guardians,5.0,Chicago White Sox,6.0,Rate Field
823040,R,2026,2026-06-22T23:45:00Z,Final,Arizona Diamondbacks,2.0,St. Louis Cardinals,3.0,Busch Stadium
824344,R,2026,2026-06-23T00:40:00Z,Final,Boston Red Sox,2.0,Colorado Rockies,3.0,Coors Field
824016,R,2026,2026-06-23T01:38:00Z,Final,Baltimore Orioles,6.0,Los Angeles Angels,1.0,Angel Stadium
823288,R,2026,2026-06-23T02:10:00Z,Final,Atlanta Braves,0.0,San Diego Padres,1.0,Petco Park
823613,R,2026,2026-06-22T23:10:00Z,Postponed,Chicago Cubs,,New York Mets,,Citi Field
