league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,96,61,.611,-,W1
Unknown,Yankees,90,67,.573,6.0,L1
Unknown,Red Sox,84,73,.535,12.0,L3
Unknown,Blue Jays,77,80,.490,19.0,L1
Unknown,Orioles,76,81,.484,20.0,W1
Unknown,Guardians,82,75,.522,-,W6
Unknown,White Sox,81,76,.516,1.0,W3
Unknown,Twins,74,84,.468,8.5,W1
Unknown,Tigers,74,84,.468,8.5,L1
Unknown,Royals,67,90,.427,15.0,L5
Unknown,Astros,78,79,.497,-,W1
Unknown,Rangers,78,79,.497,-,L2
Unknown,Mariners,73,84,.465,5.0,L1
Unknown,Athletics,62,95,.395,16.0,W1
Unknown,Angels,60,97,.382,18.0,L2
Unknown,Braves,92,65,.586,-,L1
Unknown,Phillies,87,70,.554,5.0,W2
Unknown,Marlins,77,80,.490,15.0,W1
Unknown,Nationals,74,84,.468,18.5,W1
Unknown,Mets,72,85,.459,20.0,W1
Unknown,Brewers,98,59,.624,-,L1
Unknown,Cubs,87,70,.554,11.0,L1
Unknown,Pirates,80,77,.510,18.0,W5
Unknown,Cardinals,76,81,.484,22.0,L1
Unknown,Reds,73,84,.465,25.0,W1
Unknown,Dodgers,97,60,.618,-,W5
Unknown,Padres,87,70,.554,10.0,L1
Unknown,D-backs,83,74,.529,14.0,W3
Unknown,Giants,65,93,.411,32.5,L1
Unknown,Rockies,57,100,.363,40.0,L2
