game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
822799,R,2026,2026-06-23T20:07:00Z,Final,Houston Astros,9,Toronto Blue Jays,7,Rogers Centre
823365,R,2026,2026-06-23T22:40:00Z,Final,Seattle Mariners,3,Pittsburgh Pirates,2,PNC Park
822963,R,2026,2026-06-23T22:40:00Z,Final,Kansas City Royals,12,Tampa Bay Rays,5,Tropicana Field
823849,R,2026,2026-06-23T22:40:00Z,Final,Texas Rangers,4,Miami Marlins,6,loanDepot park
824262,R,2026,2026-06-23T22:40:00Z,Final,New York Yankees,4,Detroit Tigers,3,Comerica Park
822718,R,2026,2026-06-23T22:45:00Z,Final,Philadelphia Phillies,14,Washington Nationals,9,Nationals Park
823614,R,2026,2026-06-23T23:10:00Z,Final,Chicago Cubs,9,New York Mets,6,Citi Field
824501,R,2026,2026-06-23T23:10:00Z,Final,Milwaukee Brewers,2,Cincinnati Reds,0,Great American Ball Park
823690,R,2026,2026-06-23T23:40:00Z,Final,Los Angeles Dodgers,12,Minnesota Twins,3,Target Field
824584,R,2026,2026-06-23T23:40:00Z,Final,Cleveland Guardians,1,Chicago White Sox,2,Rate Field
823043,R,2026,2026-06-23T23:45:00Z,Final,Arizona Diamondbacks,4,St. Louis Cardinals,3,Busch Stadium
824340,R,2026,2026-06-24T00:40:00Z,Final,Boston Red Sox,5,Colorado Rockies,2,Coors Field
824017,R,2026,2026-06-24T01:38:00Z,Final,Baltimore Orioles,1,Los Angeles Angels,5,Angel Stadium
823286,R,2026,2026-06-24T01:40:00Z,Final,Atlanta Braves,6,San Diego Padres,7,Petco Park
823210,R,2026,2026-06-24T01:45:00Z,Final,Athletics,1,San Francisco Giants,3,Oracle Park
