player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Enrique Hernández,Los Angeles Dodgers,34,2,0,0,2,2,0,1,0,0,0,4,0,1.000,4,1.000,2.250,3.250,0,0,.---,.---,0,12,4,9,2,0,0,0,1.000,-.--,0,4.00
Eduardo Valencia,Detroit Tigers,26,2,0,0,2,0,0,1,2,0,0,3,1,.600,5,.667,1.200,1.867,0,0,.---,.---,0,25,6,6,2,0,0,0,1.000,-.--,0,5.00
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,10,11,5,4,3,0,0,5,0,0,16,1,.432,37,.447,.514,.961,1,0,.000,1.000,2,142,38,19,1,10,0,0,.500,2.20,0,-.--
Rafael Flores Jr.,Pittsburgh Pirates,25,3,3,0,2,1,0,1,1,2,0,3,0,.429,7,.556,1.000,1.556,0,0,.---,.---,0,30,9,7,2,3,0,0,.400,3.00,0,7.00
Justin Dean,Chicago Cubs,29,10,1,0,3,0,1,0,2,1,0,2,0,.400,5,.500,.800,1.300,0,0,.---,.---,0,22,6,4,3,4,0,0,.667,1.00,0,-.--
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Tyler Tolbert,Kansas City Royals,28,34,14,11,17,1,0,2,11,4,0,20,0,.370,54,.407,.500,.907,3,10,.769,.231,2,211,60,27,5,25,1,1,.429,1.27,0,27.00
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Tommy Edman,Los Angeles Dodgers,31,20,19,9,10,3,1,1,13,8,0,21,1,.350,60,.435,.483,.918,1,2,.667,.333,2,271,71,29,9,28,2,0,.435,2.11,0,60.00
Otto Lopez,Miami Marlins,27,93,106,92,61,26,6,9,53,19,0,127,4,.341,372,.374,.516,.890,3,17,.850,.150,8,1446,401,192,45,132,0,6,.373,1.15,0,41.33
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
