league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,52,34,.605,-,L1
Unknown,Yankees,49,39,.557,4.0,L1
Unknown,Blue Jays,42,47,.472,11.5,L1
Unknown,Orioles,42,48,.467,12.0,W3
Unknown,Red Sox,39,48,.448,13.5,W2
Unknown,White Sox,46,42,.523,-,W1
Unknown,Guardians,47,43,.522,-,L1
Unknown,Twins,43,47,.478,4.0,W1
Unknown,Tigers,39,50,.438,7.5,W1
Unknown,Royals,35,54,.393,11.5,L4
Unknown,Mariners,46,44,.511,-,W1
Unknown,Rangers,45,44,.506,0.5,L1
Unknown,Astros,44,47,.484,2.5,W1
Unknown,Athletics,41,48,.461,4.5,L2
Unknown,Angels,36,54,.400,10.0,L5
Unknown,Braves,52,35,.598,-,W2
Unknown,Phillies,50,39,.562,3.0,W1
Unknown,Marlins,48,42,.533,5.5,W2
Unknown,Nationals,46,44,.511,7.5,L1
Unknown,Mets,36,53,.404,17.0,L3
Unknown,Brewers,54,33,.621,-,L1
Unknown,Cubs,49,40,.551,6.0,L2
Unknown,Cardinals,47,39,.547,6.5,W3
Unknown,Pirates,45,45,.500,10.5,W1
Unknown,Reds,40,48,.455,14.5,L2
Unknown,Dodgers,59,31,.656,-,W3
Unknown,D-backs,44,44,.500,14.0,W1
Unknown,Padres,43,45,.489,15.0,L8
Unknown,Giants,37,51,.420,21.0,W1
Unknown,Rockies,36,54,.400,23.0,L1
