game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
824235,R,2026,2026-08-24T22:40:00Z,Final,Tampa Bay Rays,4,Detroit Tigers,1,Comerica Park
823828,R,2026,2026-08-24T22:40:00Z,Final,Boston Red Sox,4,Miami Marlins,2,loanDepot park
822695,R,2026,2026-08-24T22:45:00Z,Final,Colorado Rockies,3,Washington Nationals,13,Nationals Park
824557,R,2026,2026-08-24T23:40:00Z,Final,Texas Rangers,11,Chicago White Sox,2,Rate Field
823992,R,2026,2026-08-25T01:38:00Z,Final,Cleveland Guardians,4,Los Angeles Angels,2,Angel Stadium
825041,R,2026,2026-08-25T01:40:00Z,Final,Chicago Cubs,7,Arizona Diamondbacks,0,Chase Field
823260,R,2026,2026-08-25T01:40:00Z,Final,Pittsburgh Pirates,3,San Diego Padres,2,Petco Park
824964,R,2026,2026-08-25T01:40:00Z,Final,Minnesota Twins,9,Athletics,6,Sutter Health Park
823097,R,2026,2026-08-25T01:40:00Z,Final,Philadelphia Phillies,2,Seattle Mariners,9,T-Mobile Park
823183,R,2026,2026-08-25T01:45:00Z,Final,Cincinnati Reds,0,San Francisco Giants,5,Oracle Park
