league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,40,26,.606,-,L1
Unknown,Yankees,41,27,.603,-,L1
Unknown,Blue Jays,34,36,.486,8.0,W1
Unknown,Orioles,34,37,.479,8.5,W3
Unknown,Red Sox,28,39,.418,12.5,W1
Unknown,White Sox,37,31,.544,-,W3
Unknown,Guardians,38,33,.535,0.5,W1
Unknown,Twins,32,39,.451,6.5,W1
Unknown,Tigers,29,41,.414,9.0,L1
Unknown,Royals,28,42,.400,10.0,L3
Unknown,Mariners,37,34,.521,-,W1
Unknown,Athletics,34,35,.493,2.0,W3
Unknown,Rangers,34,35,.493,2.0,L1
Unknown,Astros,32,39,.451,5.0,W1
Unknown,Angels,28,42,.400,8.5,W3
Unknown,Braves,45,24,.652,-,L3
Unknown,Phillies,37,32,.536,8.0,L1
Unknown,Marlins,35,35,.500,10.5,W6
Unknown,Nationals,35,35,.500,10.5,L2
Unknown,Mets,31,38,.449,14.0,W2
Unknown,Brewers,42,25,.627,-,W1
Unknown,Cardinals,37,30,.552,5.0,L2
Unknown,Cubs,36,34,.514,7.5,W2
Unknown,Pirates,35,35,.500,8.5,L2
Unknown,Reds,32,36,.471,10.5,L2
Unknown,Dodgers,44,26,.629,-,L1
Unknown,Padres,35,33,.515,8.0,L1
Unknown,D-backs,35,34,.507,8.5,W1
Unknown,Giants,28,42,.400,16.0,L1
Unknown,Rockies,26,44,.371,18.0,L2
