game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
824902,R,2026,2026-07-05T16:30:00Z,Final,New York Mets,10,Atlanta Braves,9,Truist Park
822715,R,2026,2026-07-05T17:00:00Z,Final,Pittsburgh Pirates,11,Washington Nationals,5,Nationals Park
824497,R,2026,2026-07-05T17:05:00Z,Final,Baltimore Orioles,2,Cincinnati Reds,3,Great American Ball Park
823525,R,2026,2026-07-05T17:35:00Z,Final,Minnesota Twins,6,New York Yankees,1,Yankee Stadium
824413,R,2026,2026-07-05T18:00:00Z,Final,Chicago White Sox,7,Cleveland Guardians,6,Progressive Field
824656,R,2026,2026-07-05T18:30:00Z,Final,St. Louis Cardinals,4,Chicago Cubs,6,Wrigley Field
824091,R,2026,2026-07-05T19:00:00Z,Final,Philadelphia Phillies,2,Kansas City Royals,5,Kauffman Stadium
824172,R,2026,2026-07-05T19:30:00Z,Final,Tampa Bay Rays,0,Houston Astros,2,Daikin Park
822879,R,2026,2026-07-05T19:30:00Z,Final,Detroit Tigers,6,Texas Rangers,3,Globe Life Field
824333,R,2026,2026-07-05T20:00:00Z,Final,San Francisco Giants,6,Colorado Rockies,7,Coors Field
825061,R,2026,2026-07-05T20:00:00Z,Final,Milwaukee Brewers,3,Arizona Diamondbacks,2,Chase Field
824980,R,2026,2026-07-05T20:30:00Z,Final,Miami Marlins,9,Athletics,8,Sutter Health Park
823117,R,2026,2026-07-05T21:00:00Z,Final,Toronto Blue Jays,0,Seattle Mariners,4,T-Mobile Park
823931,R,2026,2026-07-05T23:20:00Z,Final,San Diego Padres,5,Los Angeles Dodgers,2,UNIQLO Field at Dodger Stadium
824010,R,2026,2026-07-06T01:30:00Z,Final,Boston Red Sox,7,Los Angeles Angels,5,Angel Stadium
