player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Jonah Cox,San Francisco Giants,24,1,0,0,1,1,0,0,0,0,0,1,0,1.000,1,1.000,2.000,3.000,0,0,.---,.---,0,6,1,2,0,0,0,0,1.000,-.--,0,-.--
Enrique Hernández,Los Angeles Dodgers,34,2,0,0,2,2,0,1,0,0,0,4,0,1.000,4,1.000,2.250,3.250,0,0,.---,.---,0,12,4,9,2,0,0,0,1.000,-.--,0,4.00
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Nelson Velázquez,St. Louis Cardinals,27,2,3,1,2,0,0,1,0,0,0,3,1,.429,7,.500,.857,1.357,0,0,.---,.---,0,26,8,6,3,4,0,0,.333,3.00,0,7.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Ryan Ward,Los Angeles Dodgers,28,3,0,3,1,0,0,1,2,0,0,3,0,.375,8,.375,.750,1.125,0,0,.---,.---,0,26,8,6,2,4,0,0,.400,0.00,0,8.00
Andrew Vaughn,Milwaukee Brewers,28,20,18,14,10,7,0,1,8,6,0,21,2,.344,61,.420,.508,.928,0,0,.---,.---,2,251,69,31,8,33,0,0,.385,1.29,0,61.00
Orlando Arcia,Minnesota Twins,31,9,6,7,3,1,0,0,5,1,0,9,0,.333,27,.357,.370,.727,1,0,.000,1.000,1,101,28,10,1,7,0,0,.409,0.86,0,-.--
José Azócar,Atlanta Braves,30,9,5,2,1,2,0,0,3,1,0,5,0,.333,15,.375,.467,.842,0,1,1.000,.000,0,62,16,7,0,8,0,0,.417,2.50,0,-.--
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Tyler Callihan,Pittsburgh Pirates,26,3,1,1,1,1,0,0,0,2,0,1,0,.333,3,.600,.667,1.267,0,0,.---,.---,0,30,5,2,1,0,0,0,.333,1.00,0,-.--
Mickey Gasper,Boston Red Sox,30,17,9,14,8,3,0,0,13,2,0,17,1,.333,51,.364,.392,.756,1,0,.000,1.000,1,214,56,20,3,23,1,1,.436,0.64,0,-.--
Jacob Gonzalez,Chicago White Sox,24,1,0,2,0,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,15,3,1,0,0,0,0,.333,0.00,0,-.--
Jordan Lawlar,Arizona Diamondbacks,23,6,2,4,3,1,0,1,6,1,0,6,1,.333,18,.400,.556,.956,0,1,1.000,.000,0,91,20,10,2,6,0,0,.455,0.50,0,18.00
Nick Madrigal,Los Angeles Angels,29,3,1,2,0,0,0,0,1,0,0,2,1,.333,6,.429,.333,.762,1,0,.000,1.000,0,19,7,2,0,2,0,0,.400,0.50,0,-.--
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Jose Siri,Los Angeles Angels,30,14,2,3,6,2,0,1,7,1,0,6,0,.333,18,.368,.611,.979,1,0,.000,1.000,1,72,19,11,2,8,0,0,.500,0.67,0,18.00
Carlos Cortes,Athletics,29,47,41,36,14,9,1,5,16,19,0,45,2,.328,137,.415,.518,.933,0,1,1.000,.000,6,652,159,71,17,57,0,1,.342,1.14,0,27.40
Otto Lopez,Miami Marlins,27,59,63,56,32,14,2,4,40,9,0,75,4,.326,230,.356,.457,.813,3,10,.769,.231,5,890,247,105,24,76,0,4,.374,1.13,0,57.50
Dominic Smith,Atlanta Braves,31,47,27,40,21,4,1,5,19,6,0,40,1,.325,123,.356,.496,.852,0,0,.---,.---,2,485,133,61,25,45,1,2,.347,0.68,0,24.60
Luis Arraez,San Francisco Giants,29,56,65,83,29,10,3,2,9,14,3,70,3,.321,218,.363,.422,.785,0,5,1.000,.000,3,877,244,92,23,60,4,5,.321,0.78,0,109.00
Victor Robles,Seattle Mariners,29,11,6,5,1,2,0,0,6,0,0,8,0,.320,25,.320,.400,.720,1,1,.500,.500,1,104,25,10,2,10,0,0,.421,1.20,0,-.--
Brandon Marsh,Philadelphia Phillies,28,54,39,47,29,10,2,5,46,10,1,60,1,.317,189,.350,.471,.821,2,4,.667,.333,2,711,203,89,24,71,0,3,.390,0.83,0,37.80
Jorge Mateo,Atlanta Braves,31,37,16,15,22,4,0,4,23,5,0,25,0,.316,79,.357,.519,.876,1,7,.875,.125,2,331,84,41,11,28,0,0,.404,1.07,0,19.75
Josh Jung,Texas Rangers,28,54,57,51,28,16,0,7,34,17,0,65,2,.316,206,.372,.495,.867,1,1,.500,.500,9,798,226,102,25,81,0,1,.349,1.12,0,29.43
Xavier Edwards,Miami Marlins,26,60,64,61,41,11,4,6,29,31,1,70,0,.314,223,.398,.480,.878,2,8,.800,.200,5,972,255,107,20,80,1,0,.340,1.05,0,37.17
Taylor Trammell,Houston Astros,28,16,7,10,7,3,1,0,19,4,0,16,1,.314,51,.375,.412,.787,0,1,1.000,.000,0,213,57,21,6,10,1,0,.500,0.70,0,-.--
