league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,56,42,.571,-,L5
Unknown,Yankees,55,44,.556,1.5,W1
Unknown,Red Sox,50,48,.510,6.0,W13
Unknown,Orioles,49,51,.490,8.0,W7
Unknown,Blue Jays,46,53,.465,10.5,L1
Unknown,White Sox,52,46,.531,-,W1
Unknown,Guardians,52,48,.520,1.0,L1
Unknown,Twins,49,51,.490,4.0,L2
Unknown,Tigers,46,53,.465,6.5,L1
Unknown,Royals,40,60,.400,13.0,L1
Unknown,Rangers,50,49,.505,-,L1
Unknown,Mariners,50,50,.500,0.5,W2
Unknown,Astros,47,54,.465,4.0,L4
Unknown,Athletics,42,57,.424,8.0,L1
Unknown,Angels,39,61,.390,11.5,W1
Unknown,Braves,57,41,.582,-,W1
Unknown,Phillies,55,45,.550,3.0,L1
Unknown,Marlins,52,48,.520,6.0,L6
Unknown,Nationals,50,50,.500,8.0,W1
Unknown,Mets,42,58,.420,16.0,W1
Unknown,Brewers,62,37,.626,-,W3
Unknown,Cubs,56,43,.566,6.0,W2
Unknown,Cardinals,51,47,.520,10.5,L2
Unknown,Pirates,52,48,.520,10.5,W1
Unknown,Reds,45,53,.459,16.5,W1
Unknown,Dodgers,63,37,.630,-,L1
Unknown,D-backs,51,48,.515,11.5,W2
Unknown,Padres,49,50,.495,13.5,W1
Unknown,Giants,42,57,.424,20.5,L2
Unknown,Rockies,40,61,.396,23.5,L1
