game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
823357,R,2026,2026-07-11T16:05:00Z,Final,Milwaukee Brewers,6,Pittsburgh Pirates,7,PNC Park
823356,R,2026,2026-07-11T20:05:00Z,Final,Milwaukee Brewers,2,Pittsburgh Pirates,3,PNC Park
823682,R,2026,2026-07-11T18:10:00Z,Final,Los Angeles Angels,3,Minnesota Twins,5,Target Field
824576,R,2026,2026-07-11T18:10:00Z,Final,Athletics,0,Chicago White Sox,1,Rate Field
823198,R,2026,2026-07-11T20:05:00Z,Final,Colorado Rockies,2,San Francisco Giants,4,Oracle Park
822711,R,2026,2026-07-11T20:05:00Z,Final,New York Yankees,4,Washington Nationals,2,Nationals Park
823603,R,2026,2026-07-11T20:10:00Z,Final,Boston Red Sox,4,New York Mets,0,Citi Field
822953,R,2026,2026-07-11T20:10:00Z,Final,Seattle Mariners,1,Tampa Bay Rays,6,Tropicana Field
823844,R,2026,2026-07-11T20:10:00Z,Final,Cleveland Guardians,4,Miami Marlins,1,loanDepot park
824249,R,2026,2026-07-11T22:10:00Z,Final,Philadelphia Phillies,4,Detroit Tigers,2,Comerica Park
824813,R,2026,2026-07-11T23:05:00Z,Final,Kansas City Royals,1,Baltimore Orioles,6,Oriole Park at Camden Yards
822875,R,2026,2026-07-11T23:05:00Z,Final,Houston Astros,9,Texas Rangers,3,Globe Life Field
824492,R,2026,2026-07-11T23:10:00Z,Final,Chicago Cubs,5,Cincinnati Reds,3,Great American Ball Park
823030,R,2026,2026-07-11T23:15:00Z,Final,Atlanta Braves,1,St. Louis Cardinals,4,Busch Stadium
823276,R,2026,2026-07-12T00:40:00Z,Final,Toronto Blue Jays,7,San Diego Padres,8,Petco Park
823926,R,2026,2026-07-12T01:10:00Z,Final,Arizona Diamondbacks,9,Los Angeles Dodgers,2,UNIQLO Field at Dodger Stadium
