league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,72,46,.610,-,W7
Unknown,Yankees,66,52,.559,6.0,L1
Unknown,Red Sox,64,54,.542,8.0,L3
Unknown,Orioles,57,62,.479,15.5,L1
Unknown,Blue Jays,57,63,.475,16.0,W1
Unknown,White Sox,61,56,.521,-,W2
Unknown,Twins,59,61,.492,3.5,W1
Unknown,Tigers,58,60,.492,3.5,W2
Unknown,Guardians,58,61,.487,4.0,L2
Unknown,Royals,49,71,.408,13.5,L2
Unknown,Astros,61,59,.508,-,W1
Unknown,Rangers,60,59,.504,0.5,W1
Unknown,Mariners,56,63,.471,4.5,L4
Unknown,Athletics,47,72,.395,13.5,L1
Unknown,Angels,45,74,.378,15.5,L3
Unknown,Braves,71,48,.597,-,L1
Unknown,Phillies,64,56,.533,7.5,W2
Unknown,Marlins,60,59,.504,11.0,W2
Unknown,Nationals,59,61,.492,12.5,W3
Unknown,Mets,53,67,.442,18.5,W2
Unknown,Brewers,74,45,.622,-,L1
Unknown,Cubs,69,50,.580,5.0,W1
Unknown,Cardinals,59,60,.496,15.0,L1
Unknown,Pirates,58,62,.483,16.5,L1
Unknown,Reds,56,61,.479,17.0,L3
Unknown,Dodgers,71,48,.597,-,W1
Unknown,D-backs,64,56,.533,7.5,W2
Unknown,Padres,63,57,.525,8.5,W3
Unknown,Giants,49,70,.412,22.0,L3
Unknown,Rockies,46,73,.387,25.0,L2
