game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
822700,R,2026,2026-08-09T16:15:00Z,Final,Cincinnati Reds,1,Washington Nationals,7,Nationals Park
824724,R,2026,2026-08-09T17:35:00Z,Final,Athletics,4,Boston Red Sox,3,Fenway Park
823345,R,2026,2026-08-09T17:35:00Z,Final,New York Mets,11,Pittsburgh Pirates,1,PNC Park
823425,R,2026,2026-08-09T17:35:00Z,Final,Toronto Blue Jays,6,Philadelphia Phillies,7,Citizens Bank Park
823513,R,2026,2026-08-09T17:35:00Z,Final,Atlanta Braves,2,New York Yankees,1,Yankee Stadium
823835,R,2026,2026-08-09T17:40:00Z,Final,Los Angeles Angels,3,Miami Marlins,12,loanDepot park
824078,R,2026,2026-08-09T18:10:00Z,Final,Chicago Cubs,10,Kansas City Royals,2,Kauffman Stadium
824564,R,2026,2026-08-09T18:10:00Z,Final,Cleveland Guardians,3,Chicago White Sox,5,Rate Field
823751,R,2026,2026-08-09T18:10:00Z,Final,Minnesota Twins,3,Milwaukee Brewers,4,American Family Field
823020,R,2026,2026-08-09T18:15:00Z,Final,Colorado Rockies,4,St. Louis Cardinals,7,Busch Stadium
822862,R,2026,2026-08-09T18:35:00Z,Final,Baltimore Orioles,10,Texas Rangers,5,Globe Life Field
823190,R,2026,2026-08-09T20:05:00Z,Final,Detroit Tigers,3,San Francisco Giants,1,Oracle Park
825050,R,2026,2026-08-09T20:10:00Z,Final,Los Angeles Dodgers,2,Arizona Diamondbacks,4,Chase Field
823104,R,2026,2026-08-09T20:10:00Z,Final,Tampa Bay Rays,4,Seattle Mariners,1,T-Mobile Park
823268,R,2026,2026-08-10T00:20:00Z,Final,Houston Astros,2,San Diego Padres,7,Petco Park
