player,team,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
Enrique Hernández,Los Angeles Dodgers,34,2,0,0,2,2,0,1,0,0,0,4,0,1.000,4,1.000,2.250,3.250,0,0,.---,.---,0,12,4,9,2,0,0,0,1.000,-.--,0,4.00
Victor Mederos,Atlanta Braves,25,4,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,.---,0,3,1,1,2,0,0,0,1.000,-.--,0,-.--
Jair Camargo,Atlanta Braves,26,1,0,0,1,1,0,0,1,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,0,7,2,2,0,0,0,0,1.000,-.--,0,-.--
Gabriel Gonzalez,Minnesota Twins,22,1,0,1,1,0,0,0,0,2,0,1,0,.500,2,.750,.500,1.250,0,0,.---,.---,0,18,4,1,0,0,0,0,.500,0.00,0,-.--
Abimelec Ortiz,Washington Nationals,24,1,1,0,0,1,0,0,0,0,0,1,0,.500,2,.500,1.000,1.500,0,0,.---,.---,1,12,2,2,0,1,0,0,.500,1.00,0,-.--
Joshua Kuroda-Grauer,Athletics,23,13,16,6,5,6,0,0,6,0,0,21,1,.429,49,.440,.551,.991,1,0,.000,1.000,3,183,50,27,1,12,0,0,.488,2.67,0,-.--
Eduardo Valencia,Detroit Tigers,26,5,2,1,3,0,0,2,4,0,0,5,1,.417,12,.462,.917,1.379,0,0,.---,.---,0,51,13,11,3,3,0,0,.500,2.00,0,6.00
Justin Dean,Chicago Cubs,29,10,1,0,3,0,1,0,2,1,0,2,0,.400,5,.500,.800,1.300,0,0,.---,.---,0,22,6,4,3,4,0,0,.667,1.00,0,-.--
Rafael Flores Jr.,Pittsburgh Pirates,25,4,4,1,2,1,0,1,1,2,0,4,0,.400,10,.500,.800,1.300,0,0,.---,.---,0,42,12,8,2,3,0,0,.375,4.00,0,10.00
Harry Ford,Washington Nationals,23,1,0,1,3,0,0,1,2,1,0,2,0,.400,5,.500,1.000,1.500,0,0,.---,.---,0,25,6,5,3,2,0,0,.500,0.00,0,5.00
Michael Stefanic,Athletics,30,2,2,0,1,0,0,0,1,0,0,2,0,.400,5,.400,.400,.800,0,0,.---,.---,0,16,5,2,0,4,0,0,.500,2.00,0,-.--
Brewer Hicklen,Atlanta Braves,30,2,2,1,2,2,0,0,2,1,0,3,0,.375,8,.444,.625,1.069,0,0,.---,.---,0,30,9,5,1,6,0,0,.500,2.00,0,-.--
Tyler Tolbert,Kansas City Royals,28,35,14,11,17,1,0,2,11,4,0,20,0,.370,54,.407,.500,.907,3,11,.786,.214,2,211,60,27,5,25,1,1,.429,1.27,0,27.00
José Azócar,Atlanta Braves,30,11,5,2,2,2,0,0,4,1,0,6,0,.353,17,.389,.471,.860,0,1,1.000,.000,0,69,18,8,0,10,0,0,.462,2.50,0,-.--
Tommy Edman,Los Angeles Dodgers,31,23,21,11,11,5,1,1,16,8,0,24,1,.343,70,.418,.486,.904,1,2,.667,.333,2,306,81,34,11,28,2,0,.434,1.91,0,70.00
Otto Lopez,Miami Marlins,27,96,109,94,61,27,6,9,58,20,0,129,4,.336,384,.370,.508,.878,3,17,.850,.150,8,1503,414,195,45,138,0,6,.372,1.16,0,42.67
Tyler Black,Milwaukee Brewers,25,9,7,4,2,4,0,0,7,1,0,9,0,.333,27,.357,.481,.838,0,0,.---,.---,1,97,28,13,7,11,0,0,.450,1.75,0,-.--
Jonatan Clase,Toronto Blue Jays,24,7,4,2,4,0,0,2,6,2,0,6,0,.333,18,.400,.667,1.067,0,0,.---,.---,0,92,20,12,6,6,0,0,.400,2.00,0,9.00
Omar Martinez,Los Angeles Angels,24,5,0,1,0,0,0,0,1,0,0,1,0,.333,3,.333,.333,.666,0,0,.---,.---,0,12,3,1,0,2,0,0,.500,0.00,0,-.--
Lucas Spence,Houston Astros,23,1,1,1,0,0,0,0,0,1,0,1,0,.333,3,.500,.333,.833,0,0,.---,.---,0,18,4,1,0,1,0,0,.333,1.00,0,-.--
Samad Taylor,San Diego Padres,27,26,24,7,14,1,1,1,30,12,0,29,0,.330,88,.410,.398,.808,1,6,.857,.143,2,411,102,35,11,30,2,0,.491,3.43,0,88.00
Luis Arraez,San Francisco Giants,29,92,107,137,48,21,7,4,16,24,4,120,3,.328,366,.367,.456,.823,0,8,1.000,.000,6,1497,407,167,35,99,6,8,.328,0.78,0,91.50
Yordan Alvarez,Houston Astros,29,97,57,113,65,18,0,31,72,65,15,113,5,.321,352,.431,.636,1.067,0,1,1.000,.000,2,1669,425,224,71,117,0,3,.325,0.50,0,11.36
Jordan Lawlar,Arizona Diamondbacks,23,12,6,10,6,2,0,1,10,3,0,12,3,.316,38,.409,.447,.856,0,4,1.000,.000,0,175,44,17,4,15,0,0,.407,0.60,0,38.00
Yandy Díaz,Tampa Bay Rays,34,92,107,83,51,17,1,13,55,37,4,111,9,.314,353,.391,.479,.870,1,1,.500,.500,10,1488,402,169,55,110,0,3,.340,1.29,0,27.15
Jim Jarvis,Atlanta Braves,25,11,10,7,4,3,0,1,8,1,0,11,0,.314,35,.333,.486,.819,0,0,.---,.---,0,156,37,17,4,16,1,0,.385,1.43,0,35.00
Blaze Alexander,Baltimore Orioles,27,82,58,43,31,12,2,4,54,16,1,69,4,.312,221,.368,.439,.807,3,9,.750,.250,5,936,246,97,29,79,2,1,.396,1.35,2,55.25
Nicky Lopez,Texas Rangers,31,44,46,22,14,3,0,1,18,4,0,37,2,.311,119,.344,.361,.705,2,4,.667,.333,3,465,129,43,13,48,4,0,.360,2.09,0,119.00
Jake Mangum,Pittsburgh Pirates,30,76,80,40,35,10,1,2,42,14,1,71,6,.310,229,.364,.389,.753,6,18,.750,.250,5,937,253,89,19,115,3,1,.371,2.00,0,114.50
Andrew Vaughn,Milwaukee Brewers,28,56,41,44,20,14,2,2,19,20,1,46,2,.309,149,.395,.470,.865,0,0,.---,.---,3,653,172,70,24,84,0,1,.341,0.93,0,74.50
Esmerlyn Valdez,Pittsburgh Pirates,22,28,11,17,21,6,1,10,38,10,0,29,0,.309,94,.371,.713,1.084,1,0,.000,1.000,4,445,105,67,27,47,0,1,.404,0.65,0,9.40
Donovan Walton,Athletics,32,33,21,26,14,8,0,3,19,6,0,29,0,.309,94,.350,.489,.839,0,0,.---,.---,2,382,101,46,12,40,1,0,.361,0.81,0,31.33
Nick Gonzales,Pittsburgh Pirates,27,91,101,68,51,14,1,4,66,28,0,104,6,.308,338,.370,.391,.761,2,4,.667,.333,10,1410,373,132,43,142,0,1,.372,1.49,0,84.50
