game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
822780,R,2026,2026-08-10T23:07:00Z,Final,Boston Red Sox,1,Toronto Blue Jays,2,Rogers Centre
824887,R,2026,2026-08-10T23:15:00Z,Final,New York Mets,8,Atlanta Braves,5,Truist Park
823675,R,2026,2026-08-10T23:40:00Z,Final,Baltimore Orioles,5,Minnesota Twins,9,Target Field
823018,R,2026,2026-08-10T23:45:00Z,Final,Philadelphia Phillies,6,St. Louis Cardinals,5,Busch Stadium
823998,R,2026,2026-08-11T01:38:00Z,Final,Texas Rangers,4,Los Angeles Angels,1,Angel Stadium
825048,R,2026,2026-08-11T01:40:00Z,Final,Colorado Rockies,0,Arizona Diamondbacks,9,Chase Field
824969,R,2026,2026-08-11T01:40:00Z,Final,Tampa Bay Rays,10,Athletics,6,Sutter Health Park
823265,R,2026,2026-08-11T01:40:00Z,Final,Milwaukee Brewers,2,San Diego Padres,3,Petco Park
823189,R,2026,2026-08-11T01:45:00Z,Final,Houston Astros,6,San Francisco Giants,3,Oracle Park
823918,R,2026,2026-08-11T02:10:00Z,Final,Kansas City Royals,5,Los Angeles Dodgers,6,UNIQLO Field at Dodger Stadium
