league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,37,24,.607,-,L1
Unknown,Yankees,37,26,.587,1.0,L1
Unknown,Orioles,31,34,.477,8.0,L1
Unknown,Blue Jays,31,34,.477,8.0,W1
Unknown,Red Sox,27,35,.435,10.5,W1
Unknown,Guardians,37,29,.561,-,W1
Unknown,White Sox,34,30,.531,2.0,W1
Unknown,Twins,30,36,.455,7.0,L1
Unknown,Tigers,26,39,.400,10.5,L1
Unknown,Royals,26,39,.400,10.5,W1
Unknown,Mariners,34,31,.523,-,W1
Unknown,Rangers,31,33,.484,2.5,L1
Unknown,Athletics,30,34,.469,3.5,L3
Unknown,Astros,30,36,.455,4.5,W2
Unknown,Angels,24,41,.369,10.0,L2
Unknown,Braves,44,21,.677,-,W2
Unknown,Phillies,34,30,.531,9.5,L1
Unknown,Nationals,33,32,.508,11.0,W2
Unknown,Marlins,30,35,.462,14.0,W1
Unknown,Mets,28,36,.438,15.5,L1
Unknown,Brewers,39,23,.629,-,W2
Unknown,Cardinals,34,28,.548,5.0,W3
Unknown,Pirates,34,31,.523,6.5,L2
Unknown,Cubs,34,31,.523,6.5,W1
Unknown,Reds,31,32,.492,8.5,L3
Unknown,Dodgers,42,23,.646,-,W2
Unknown,Padres,33,30,.524,8.0,W1
Unknown,D-backs,33,31,.516,8.5,L2
Unknown,Giants,26,39,.400,16.0,L1
Unknown,Rockies,24,41,.369,18.0,L3
