league,team,wins,losses,win_pct,games_back,streak
Unknown,Yankees,46,31,.597,-,L3
Unknown,Rays,43,32,.573,2.0,L1
Unknown,Blue Jays,39,39,.500,7.5,W2
Unknown,Orioles,38,42,.475,9.5,W3
Unknown,Red Sox,31,45,.408,14.5,L2
Unknown,White Sox,40,37,.519,-,W1
Unknown,Guardians,41,38,.519,-,L2
Unknown,Twins,38,42,.475,3.5,L1
Unknown,Tigers,34,44,.436,6.5,W4
Unknown,Royals,33,46,.418,8.0,W1
Unknown,Mariners,40,39,.506,-,W1
Unknown,Athletics,38,40,.487,1.5,L2
Unknown,Rangers,38,40,.487,1.5,W2
Unknown,Astros,37,43,.463,3.5,L1
Unknown,Angels,32,48,.400,8.5,L1
Unknown,Braves,48,29,.623,-,L2
Unknown,Phillies,42,36,.538,6.5,L1
Unknown,Nationals,41,38,.519,8.0,W1
Unknown,Marlins,40,39,.506,9.0,L1
Unknown,Mets,34,43,.442,14.0,L2
Unknown,Brewers,47,29,.618,-,W2
Unknown,Cardinals,42,34,.553,5.0,W2
Unknown,Cubs,40,37,.519,7.5,L1
Unknown,Pirates,39,39,.500,9.0,W1
Unknown,Reds,37,40,.481,10.5,L1
Unknown,Dodgers,50,29,.633,-,W1
Unknown,Padres,40,37,.519,9.0,W1
Unknown,D-backs,39,39,.500,10.5,L3
Unknown,Giants,31,46,.403,18.0,L3
Unknown,Rockies,31,48,.392,19.0,W1
