league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,48,33,.593,-,W5
Unknown,Yankees,48,35,.578,1.0,L4
Unknown,Blue Jays,39,45,.464,10.5,L6
Unknown,Orioles,39,46,.459,11.0,L2
Unknown,Red Sox,36,46,.439,12.5,W4
Unknown,White Sox,43,39,.524,-,L1
Unknown,Guardians,44,40,.524,-,W2
Unknown,Twins,40,45,.471,4.5,W1
Unknown,Tigers,35,49,.417,9.0,L2
Unknown,Royals,35,50,.412,9.5,W1
Unknown,Rangers,42,42,.500,-,W4
Unknown,Mariners,42,43,.494,0.5,L2
Unknown,Astros,42,44,.488,1.0,W2
Unknown,Athletics,40,44,.476,2.0,L2
Unknown,Angels,36,49,.424,6.5,W2
Unknown,Braves,49,33,.598,-,L2
Unknown,Phillies,47,37,.560,3.0,W1
Unknown,Marlins,44,40,.524,6.0,L1
Unknown,Nationals,43,42,.506,7.5,W2
Unknown,Mets,35,49,.417,15.0,L1
Unknown,Brewers,50,31,.617,-,L2
Unknown,Cubs,46,38,.548,5.5,W2
Unknown,Cardinals,43,38,.531,7.0,W1
Unknown,Pirates,42,42,.500,9.5,W1
Unknown,Reds,39,43,.476,11.5,L1
Unknown,Dodgers,54,30,.643,-,W2
Unknown,Padres,43,39,.524,10.0,L2
Unknown,D-backs,41,42,.494,12.5,L3
Unknown,Giants,35,48,.422,18.5,W2
Unknown,Rockies,33,51,.393,21.0,L1
