league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,69,46,.600,-,W4
Unknown,Yankees,65,51,.560,4.5,W1
Unknown,Red Sox,64,51,.557,5.0,W9
Unknown,Orioles,56,60,.483,13.5,L2
Unknown,Blue Jays,55,62,.470,15.0,W1
Unknown,White Sox,59,56,.513,-,L4
Unknown,Twins,58,59,.496,2.0,W2
Unknown,Guardians,58,59,.496,2.0,W1
Unknown,Tigers,56,60,.483,3.5,L1
Unknown,Royals,48,69,.410,12.0,L2
Unknown,Astros,60,57,.513,-,W1
Unknown,Rangers,58,58,.500,1.5,W3
Unknown,Mariners,56,61,.479,4.0,L2
Unknown,Athletics,45,71,.388,14.5,L9
Unknown,Angels,45,71,.388,14.5,W2
Unknown,Braves,70,46,.603,-,L1
Unknown,Phillies,62,55,.530,8.5,L1
Unknown,Marlins,58,59,.496,12.5,L4
Unknown,Nationals,57,61,.483,14.0,W1
Unknown,Mets,51,66,.436,19.5,W4
Unknown,Brewers,72,44,.621,-,L1
Unknown,Cubs,68,49,.581,4.5,W5
Unknown,Cardinals,58,58,.500,14.0,W2
Unknown,Reds,56,59,.487,15.5,L1
Unknown,Pirates,57,61,.483,16.0,L4
Unknown,Dodgers,69,47,.595,-,L7
Unknown,D-backs,62,55,.530,7.5,W1
Unknown,Padres,60,57,.513,9.5,L1
Unknown,Giants,49,67,.422,20.0,W1
Unknown,Rockies,45,71,.388,24.0,L4
