game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
824463,R,2026,2026-09-18T22:40:00Z,Final,Chicago Cubs,4,Cincinnati Reds,6,Great American Ball Park
823331,R,2026,2026-09-18T22:40:00Z,Final,Kansas City Royals,5,Pittsburgh Pirates,8,PNC Park
824790,R,2026,2026-09-18T23:05:00Z,Final,Milwaukee Brewers,6,Baltimore Orioles,5,Oriole Park at Camden Yards
824383,R,2026,2026-09-18T23:10:00Z,Final,Athletics,3,Cleveland Guardians,5,Progressive Field
822923,R,2026,2026-09-18T23:10:00Z,Final,Boston Red Sox,4,Tampa Bay Rays,2,Tropicana Field
823572,R,2026,2026-09-18T23:15:00Z,Final,Philadelphia Phillies,3,New York Mets,6,Citi Field
824547,R,2026,2026-09-18T23:40:00Z,Final,Detroit Tigers,11,Chicago White Sox,8,Rate Field
822847,R,2026,2026-09-19T00:05:00Z,Final,Toronto Blue Jays,1,Texas Rangers,7,Globe Life Field
824303,R,2026,2026-09-19T00:10:00Z,Final,Seattle Mariners,5,Colorado Rockies,4,Coors Field
824138,R,2026,2026-09-19T00:10:00Z,Final,Atlanta Braves,6,Houston Astros,2,Daikin Park
823005,R,2026,2026-09-19T00:15:00Z,Final,Washington Nationals,9,St. Louis Cardinals,1,Busch Stadium
823977,R,2026,2026-09-19T01:38:00Z,Final,Minnesota Twins,3,Los Angeles Angels,0,Angel Stadium
823252,R,2026,2026-09-19T01:40:00Z,Final,Miami Marlins,2,San Diego Padres,8,Petco Park
825032,R,2026,2026-09-19T01:40:00Z,Final,New York Yankees,9,Arizona Diamondbacks,2,Chase Field
823898,R,2026,2026-09-19T02:15:00Z,Final,San Francisco Giants,2,Los Angeles Dodgers,8,UNIQLO Field at Dodger Stadium
