league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,75,49,.605,-,W1
Unknown,Yankees,69,55,.556,6.0,W1
Unknown,Red Sox,67,58,.536,8.5,W1
Unknown,Orioles,61,64,.488,14.5,L1
Unknown,Blue Jays,61,65,.484,15.0,L1
Unknown,White Sox,65,59,.524,-,L1
Unknown,Tigers,61,64,.488,4.5,W1
Unknown,Twins,61,65,.484,5.0,W1
Unknown,Guardians,60,65,.480,5.5,L1
Unknown,Royals,52,74,.413,14.0,W2
Unknown,Astros,63,62,.504,-,L2
Unknown,Rangers,61,64,.488,2.0,L1
Unknown,Mariners,59,66,.472,4.0,W2
Unknown,Athletics,49,76,.392,14.0,L1
Unknown,Angels,49,76,.392,14.0,L1
Unknown,Braves,74,51,.592,-,L1
Unknown,Phillies,68,58,.540,6.5,W4
Unknown,Marlins,64,62,.508,10.5,L1
Unknown,Nationals,60,66,.476,14.5,L3
Unknown,Mets,57,69,.452,17.5,W4
Unknown,Brewers,77,48,.616,-,W2
Unknown,Cubs,73,53,.579,4.5,W1
Unknown,Cardinals,64,62,.508,13.5,L1
Unknown,Pirates,61,66,.480,17.0,L1
Unknown,Reds,60,65,.480,17.0,W1
Unknown,Dodgers,75,51,.595,-,W1
Unknown,Padres,67,59,.532,8.0,L1
Unknown,D-backs,66,60,.524,9.0,L2
Unknown,Giants,51,73,.411,23.0,L1
Unknown,Rockies,50,75,.400,24.5,L1
