league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,51,33,.607,-,W8
Unknown,Yankees,48,38,.558,4.0,L7
Unknown,Blue Jays,41,46,.471,11.5,W1
Unknown,Orioles,40,48,.455,13.0,W1
Unknown,Red Sox,37,48,.435,14.5,L2
Unknown,White Sox,45,41,.523,-,L2
Unknown,Guardians,46,42,.523,-,W2
Unknown,Twins,42,46,.477,4.0,W1
Unknown,Tigers,38,50,.432,8.0,L1
Unknown,Royals,35,53,.398,11.0,L3
Unknown,Rangers,45,43,.511,-,W1
Unknown,Mariners,45,43,.511,-,W3
Unknown,Astros,43,46,.483,2.5,L1
Unknown,Athletics,41,46,.471,3.5,W1
Unknown,Angels,36,52,.409,9.0,L3
Unknown,Braves,50,35,.588,-,L1
Unknown,Phillies,49,39,.557,2.5,L1
Unknown,Marlins,46,42,.523,5.5,L2
Unknown,Nationals,45,43,.511,6.5,W2
Unknown,Mets,36,51,.414,15.0,L1
Unknown,Brewers,53,32,.624,-,L1
Unknown,Cubs,49,38,.563,5.0,W5
Unknown,Cardinals,45,39,.536,7.5,W1
Unknown,Pirates,44,44,.500,10.5,W1
Unknown,Reds,40,46,.465,13.5,W1
Unknown,Dodgers,57,31,.648,-,W1
Unknown,D-backs,43,43,.500,13.0,L1
Unknown,Padres,43,43,.500,13.0,L6
Unknown,Giants,36,50,.419,20.0,W1
Unknown,Rockies,35,53,.398,22.0,W2
