league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,90,59,.604,-,W3
Unknown,Yankees,86,63,.577,4.0,W1
Unknown,Red Sox,82,68,.547,8.5,W2
Unknown,Blue Jays,75,75,.500,15.5,W2
Unknown,Orioles,72,78,.480,18.5,L2
Unknown,White Sox,76,73,.510,-,L1
Unknown,Guardians,76,74,.507,0.5,W1
Unknown,Twins,70,79,.470,6.0,L1
Unknown,Tigers,70,79,.470,6.0,W4
Unknown,Royals,66,84,.440,10.5,L2
Unknown,Astros,75,75,.500,-,L3
Unknown,Rangers,74,76,.493,1.0,W2
Unknown,Mariners,70,80,.467,5.0,L1
Unknown,Athletics,61,89,.407,14.0,W1
Unknown,Angels,56,93,.376,18.5,L3
Unknown,Braves,88,62,.587,-,L1
Unknown,Phillies,83,67,.553,5.0,W1
Unknown,Marlins,74,76,.493,14.0,W2
Unknown,Nationals,70,81,.464,18.5,W3
Unknown,Mets,69,80,.463,18.5,L1
Unknown,Brewers,93,57,.620,-,L1
Unknown,Cubs,83,67,.553,10.0,L1
Unknown,Pirates,75,75,.500,18.0,W1
Unknown,Cardinals,74,76,.493,19.0,W1
Unknown,Reds,70,79,.470,22.5,W1
Unknown,Dodgers,90,59,.604,-,L2
Unknown,Padres,81,68,.544,9.0,W7
Unknown,D-backs,79,71,.527,11.5,L2
Unknown,Giants,62,88,.413,28.5,L3
Unknown,Rockies,55,94,.369,35.0,L7
