league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,52,33,.612,-,W9
Unknown,Yankees,49,38,.563,4.0,W1
Unknown,Blue Jays,42,46,.477,11.5,W2
Unknown,Orioles,41,48,.461,13.0,W2
Unknown,Red Sox,38,48,.442,14.5,W1
Unknown,Guardians,47,42,.528,-,W3
Unknown,White Sox,45,42,.517,1.0,L3
Unknown,Twins,42,47,.472,5.0,L1
Unknown,Tigers,38,50,.432,8.5,L1
Unknown,Royals,35,53,.398,11.5,L3
Unknown,Rangers,45,43,.511,-,W1
Unknown,Mariners,45,44,.506,0.5,L1
Unknown,Astros,43,47,.478,3.0,L2
Unknown,Athletics,41,47,.466,4.0,L1
Unknown,Angels,36,53,.404,9.5,L4
Unknown,Braves,51,35,.593,-,W1
Unknown,Phillies,49,39,.557,3.0,L1
Unknown,Marlins,47,42,.528,5.5,W1
Unknown,Nationals,46,43,.517,6.5,W3
Unknown,Mets,36,52,.409,16.0,L2
Unknown,Brewers,54,32,.628,-,W1
Unknown,Cubs,49,39,.557,6.0,L1
Unknown,Cardinals,46,39,.541,7.5,W2
Unknown,Pirates,44,45,.494,11.5,L1
Unknown,Reds,40,47,.460,14.5,L1
Unknown,Dodgers,58,31,.652,-,W2
Unknown,D-backs,43,44,.494,14.0,L2
Unknown,Padres,43,44,.494,14.0,L7
Unknown,Giants,36,51,.414,21.0,L1
Unknown,Rockies,36,53,.404,22.0,W3
