game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
822940,R,2026,2026-08-16T16:15:00Z,Final,Baltimore Orioles,10,Tampa Bay Rays,2,Tropicana Field
823344,R,2026,2026-08-16T17:35:00Z,Final,Boston Red Sox,3,Pittsburgh Pirates,8,PNC Park
824880,R,2026,2026-08-16T17:35:00Z,Final,Arizona Diamondbacks,3,Atlanta Braves,5,Truist Park
822774,R,2026,2026-08-16T17:37:00Z,Final,New York Yankees,4,Toronto Blue Jays,3,Rogers Centre
823590,R,2026,2026-08-16T17:40:00Z,Final,Washington Nationals,3,New York Mets,4,Citi Field
824397,R,2026,2026-08-16T17:40:00Z,Final,San Diego Padres,5,Cleveland Guardians,0,Progressive Field
824236,R,2026,2026-08-16T17:40:00Z,Final,Chicago White Sox,7,Detroit Tigers,5,Comerica Park
824477,R,2026,2026-08-16T17:40:00Z,Final,Miami Marlins,7,Cincinnati Reds,1,Great American Ball Park
823670,R,2026,2026-08-16T18:10:00Z,Final,Philadelphia Phillies,7,Minnesota Twins,5,Target Field
824642,R,2026,2026-08-16T19:15:00Z,Final,St. Louis Cardinals,11,Chicago Cubs,4,Wrigley Field
823182,R,2026,2026-08-16T20:05:00Z,Final,Colorado Rockies,13,San Francisco Giants,7,Oracle Park
824965,R,2026,2026-08-16T20:05:00Z,Final,Texas Rangers,2,Athletics,5,Sutter Health Park
823991,R,2026,2026-08-16T20:07:00Z,Final,Kansas City Royals,3,Los Angeles Angels,0,Angel Stadium
823912,R,2026,2026-08-16T20:10:00Z,Final,Milwaukee Brewers,6,Los Angeles Dodgers,2,UNIQLO Field at Dodger Stadium
824156,R,2026,2026-08-16T23:20:00Z,Final,Seattle Mariners,3,Houston Astros,2,Daikin Park
