league,team,wins,losses,win_pct,games_back,streak
Unknown,Yankees,46,29,.613,-,L1
Unknown,Rays,42,31,.575,3.0,L1
Unknown,Blue Jays,38,39,.494,9.0,W1
Unknown,Orioles,36,42,.462,11.5,W1
Unknown,Red Sox,31,43,.419,14.5,W2
Unknown,Guardians,41,36,.532,-,W1
Unknown,White Sox,39,36,.520,1.0,L2
Unknown,Twins,37,41,.474,4.5,W1
Unknown,Tigers,32,44,.421,8.5,W2
Unknown,Royals,32,45,.416,9.0,W3
Unknown,Mariners,39,39,.500,-,L2
Unknown,Athletics,38,39,.494,0.5,L1
Unknown,Rangers,36,40,.474,2.0,L1
Unknown,Astros,36,42,.462,3.0,L1
Unknown,Angels,31,47,.397,8.0,W1
Unknown,Braves,48,27,.640,-,W2
Unknown,Phillies,41,35,.539,7.5,W1
Unknown,Nationals,40,37,.519,9.0,W1
Unknown,Marlins,39,38,.506,10.0,W3
Unknown,Mets,34,42,.447,14.5,L1
Unknown,Brewers,45,29,.608,-,L3
Unknown,Cardinals,40,34,.541,5.0,L3
Unknown,Cubs,40,37,.519,6.5,L1
Unknown,Pirates,38,39,.494,8.5,L2
Unknown,Reds,36,39,.480,9.5,W1
Unknown,Dodgers,49,28,.636,-,L1
Unknown,Padres,39,36,.520,9.0,W1
Unknown,D-backs,39,37,.513,9.5,L1
Unknown,Giants,31,45,.408,17.5,L2
Unknown,Rockies,30,47,.390,19.0,W2
