league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,79,54,.594,-,W1
Unknown,Yankees,75,58,.564,4.0,L1
Unknown,Red Sox,73,60,.549,6.0,L1
Unknown,Orioles,65,69,.485,14.5,L1
Unknown,Blue Jays,65,70,.481,15.0,L1
Unknown,White Sox,70,63,.526,-,W2
Unknown,Guardians,68,66,.507,2.5,W7
Unknown,Twins,64,70,.478,6.5,L2
Unknown,Tigers,62,71,.466,8.0,L1
Unknown,Royals,60,75,.444,11.0,W1
Unknown,Astros,67,67,.500,-,W1
Unknown,Rangers,66,68,.493,1.0,L2
Unknown,Mariners,64,70,.478,3.0,L1
Unknown,Athletics,53,81,.396,14.0,W2
Unknown,Angels,52,82,.388,15.0,L4
Unknown,Braves,79,55,.590,-,W4
Unknown,Phillies,74,60,.552,5.0,W1
Unknown,Marlins,68,66,.507,11.0,W1
Unknown,Nationals,63,73,.463,17.0,W1
Unknown,Mets,60,74,.448,19.0,L2
Unknown,Brewers,83,51,.619,-,W2
Unknown,Cubs,76,58,.567,7.0,L2
Unknown,Cardinals,67,68,.496,16.5,W1
Unknown,Pirates,65,70,.481,18.5,L1
Unknown,Reds,63,71,.470,20.0,W1
Unknown,Dodgers,80,54,.597,-,L3
Unknown,Padres,72,62,.537,8.0,W1
Unknown,D-backs,71,64,.526,9.5,L1
Unknown,Giants,55,79,.410,25.0,W1
Unknown,Rockies,52,82,.388,28.0,L1
