game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
824673,R,2026,2026-06-05T18:20:00Z,Final,San Francisco Giants,18,Chicago Cubs,3,Wrigley Field
824271,R,2026,2026-06-05T22:40:00Z,Final,Seattle Mariners,3,Detroit Tigers,7,Comerica Park
823455,R,2026,2026-06-05T22:40:00Z,Final,Chicago White Sox,6,Philadelphia Phillies,8,Citizens Bank Park
823538,R,2026,2026-06-05T23:05:00Z,Final,Boston Red Sox,5,New York Yankees,3,Yankee Stadium
822810,R,2026,2026-06-05T23:07:00Z,Final,Baltimore Orioles,13,Toronto Blue Jays,3,Rogers Centre
823860,R,2026,2026-06-05T23:10:00Z,Final,Tampa Bay Rays,6,Miami Marlins,0,loanDepot park
824914,R,2026,2026-06-05T23:15:00Z,Final,Pittsburgh Pirates,3,Atlanta Braves,6,Truist Park
824186,R,2026,2026-06-06T00:10:00Z,Final,Athletics,1,Houston Astros,5,Daikin Park
823049,R,2026,2026-06-06T00:15:00Z,Final,Cincinnati Reds,3,St. Louis Cardinals,10,Busch Stadium
822892,R,2026,2026-06-06T00:15:00Z,Final,Cleveland Guardians,2,Texas Rangers,3,Globe Life Field
823699,R,2026,2026-06-06T00:15:00Z,Final,Kansas City Royals,3,Minnesota Twins,5,Target Field
824350,R,2026,2026-06-06T00:40:00Z,Final,Milwaukee Brewers,9,Colorado Rockies,7,Coors Field
825073,R,2026,2026-06-06T01:40:00Z,Final,Washington Nationals,14,Arizona Diamondbacks,1,Chase Field
823293,R,2026,2026-06-06T01:40:00Z,Final,New York Mets,5,San Diego Padres,0,Petco Park
823943,R,2026,2026-06-06T02:10:00Z,Final,Los Angeles Angels,0,Los Angeles Dodgers,1,UNIQLO Field at Dodger Stadium
