league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,40,25,.615,-,W3
Unknown,Yankees,41,26,.612,-,W4
Unknown,Blue Jays,33,36,.478,9.0,L1
Unknown,Orioles,33,37,.471,9.5,W2
Unknown,Red Sox,27,39,.409,13.5,L4
Unknown,White Sox,36,31,.537,-,W2
Unknown,Guardians,37,33,.529,0.5,L4
Unknown,Twins,31,39,.443,6.5,L1
Unknown,Tigers,29,40,.420,8.0,W1
Unknown,Royals,28,41,.406,9.0,L2
Unknown,Mariners,36,34,.514,-,L2
Unknown,Rangers,34,34,.500,1.0,W2
Unknown,Athletics,33,35,.485,2.0,W2
Unknown,Astros,31,39,.443,5.0,L2
Unknown,Angels,27,42,.391,8.5,W2
Unknown,Braves,45,23,.662,-,L2
Unknown,Phillies,37,31,.544,8.0,W1
Unknown,Nationals,35,34,.507,10.5,L1
Unknown,Marlins,34,35,.493,11.5,W5
Unknown,Mets,30,38,.441,15.0,W1
Unknown,Brewers,41,25,.621,-,L2
Unknown,Cardinals,37,29,.561,4.0,L1
Unknown,Pirates,35,34,.507,7.5,L1
Unknown,Cubs,35,34,.507,7.5,W1
Unknown,Reds,32,35,.478,9.5,L1
Unknown,Dodgers,44,25,.638,-,W1
Unknown,Padres,35,32,.522,8.0,W1
Unknown,D-backs,34,34,.500,9.5,L3
Unknown,Giants,28,41,.406,16.0,W1
Unknown,Rockies,26,43,.377,18.0,L1
