league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,88,59,.599,-,W1
Unknown,Yankees,85,62,.578,3.0,W4
Unknown,Red Sox,80,68,.541,8.5,L3
Unknown,Blue Jays,73,75,.493,15.5,L2
Unknown,Orioles,72,76,.486,16.5,W2
Unknown,White Sox,75,72,.510,-,L4
Unknown,Guardians,75,73,.507,0.5,W1
Unknown,Twins,69,78,.469,6.0,L2
Unknown,Tigers,68,79,.463,7.0,W2
Unknown,Royals,66,82,.446,9.5,W2
Unknown,Astros,75,73,.507,-,L1
Unknown,Rangers,72,76,.486,3.0,L3
Unknown,Mariners,69,79,.466,6.0,L1
Unknown,Athletics,60,88,.405,15.0,W2
Unknown,Angels,56,91,.381,18.5,L1
Unknown,Braves,87,61,.588,-,W2
Unknown,Phillies,82,66,.554,5.0,L2
Unknown,Marlins,72,76,.486,15.0,L4
Unknown,Mets,68,79,.463,18.5,L1
Unknown,Nationals,68,81,.456,19.5,W1
Unknown,Brewers,92,56,.622,-,W4
Unknown,Cubs,82,66,.554,10.0,W1
Unknown,Pirates,74,74,.500,18.0,L1
Unknown,Cardinals,73,75,.493,19.0,W1
Unknown,Reds,69,78,.469,22.5,L4
Unknown,Dodgers,90,57,.612,-,W8
Unknown,Padres,79,68,.537,11.0,W5
Unknown,D-backs,79,69,.534,11.5,W1
Unknown,Giants,62,86,.419,28.5,L1
Unknown,Rockies,55,92,.374,35.0,L5
