league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,68,46,.596,-,W3
Unknown,Yankees,64,51,.557,4.5,L1
Unknown,Red Sox,62,51,.549,5.5,W7
Unknown,Orioles,56,58,.491,12.0,W2
Unknown,Blue Jays,54,61,.470,14.5,W1
Unknown,White Sox,59,54,.522,-,L2
Unknown,Guardians,57,58,.496,3.0,L2
Unknown,Twins,56,59,.487,4.0,L4
Unknown,Tigers,55,59,.482,4.5,L1
Unknown,Royals,48,67,.417,12.0,W2
Unknown,Astros,59,57,.509,-,L1
Unknown,Rangers,57,58,.496,1.5,W2
Unknown,Mariners,56,59,.487,2.5,W1
Unknown,Athletics,45,69,.395,13.0,L7
Unknown,Angels,43,71,.377,15.0,L2
Unknown,Braves,69,45,.605,-,W7
Unknown,Phillies,61,54,.530,8.5,L1
Unknown,Marlins,58,57,.504,11.5,L2
Unknown,Nationals,56,60,.483,14.0,W1
Unknown,Mets,49,66,.426,20.5,W2
Unknown,Brewers,71,43,.623,-,W2
Unknown,Cubs,66,49,.574,5.5,W3
Unknown,Cardinals,57,58,.496,14.5,W1
Unknown,Pirates,57,59,.491,15.0,L2
Unknown,Reds,55,58,.487,15.5,W3
Unknown,Dodgers,69,46,.600,-,L6
Unknown,D-backs,61,54,.530,8.0,W1
Unknown,Padres,59,56,.513,10.0,L1
Unknown,Giants,48,67,.417,21.0,L2
Unknown,Rockies,45,70,.391,24.0,L3
