game_pk,game_type,season,game_date,status,away_team,away_score,home_team,home_score,venue
824223,R,2026,2026-09-23T17:10:00Z,Final,Washington Nationals,4,Detroit Tigers,2,Comerica Park
824785,R,2026,2026-09-23T17:35:00Z,Final,Toronto Blue Jays,2,Baltimore Orioles,4,Oriole Park at Camden Yards
824784,R,2026,2026-09-23T22:35:00Z,Final,Toronto Blue Jays,2,Baltimore Orioles,4,Oriole Park at Camden Yards
823168,R,2026,2026-09-23T19:45:00Z,Final,Minnesota Twins,4,San Francisco Giants,2,Oracle Park
823327,R,2026,2026-09-23T22:40:00Z,Final,St. Louis Cardinals,5,Pittsburgh Pirates,1,PNC Park
823410,R,2026,2026-09-23T22:40:00Z,Final,Milwaukee Brewers,4,Philadelphia Phillies,1,Citizens Bank Park
823492,R,2026,2026-09-23T23:05:00Z,Final,Tampa Bay Rays,2,New York Yankees,9,Yankee Stadium
824710,R,2026,2026-09-23T23:10:00Z,Final,Cleveland Guardians,0,Boston Red Sox,1,Fenway Park
824868,R,2026,2026-09-23T23:15:00Z,Final,Cincinnati Reds,2,Atlanta Braves,3,Truist Park
824060,R,2026,2026-09-23T23:40:00Z,Final,Chicago White Sox,4,Kansas City Royals,5,Kauffman Stadium
824625,R,2026,2026-09-23T23:40:00Z,Final,Miami Marlins,3,Chicago Cubs,2,Wrigley Field
822841,R,2026,2026-09-24T00:05:00Z,Final,New York Mets,7,Texas Rangers,2,Globe Life Field
824301,R,2026,2026-09-24T00:40:00Z,Final,Arizona Diamondbacks,5,Colorado Rockies,3,Coors Field
824951,R,2026,2026-09-24T01:40:00Z,Final,Los Angeles Angels,3,Athletics,7,Sutter Health Park
823894,R,2026,2026-09-24T02:10:00Z,Final,San Diego Padres,5,Los Angeles Dodgers,1,UNIQLO Field at Dodger Stadium
823086,R,2026,2026-09-24T02:10:00Z,Final,Houston Astros,5,Seattle Mariners,6,T-Mobile Park
