league,team,wins,losses,win_pct,games_back,streak
Unknown,Rays,91,59,.607,-,W4
Unknown,Yankees,88,63,.583,3.5,W3
Unknown,Red Sox,82,69,.543,9.5,L1
Unknown,Blue Jays,75,77,.493,17.0,L2
Unknown,Orioles,74,78,.487,18.0,W2
Unknown,White Sox,77,74,.510,-,L1
Unknown,Guardians,77,75,.507,0.5,W1
Unknown,Tigers,72,79,.477,5.0,W6
Unknown,Twins,70,81,.464,7.0,L3
Unknown,Royals,66,85,.437,11.0,L3
Unknown,Astros,76,75,.503,-,W1
Unknown,Rangers,75,76,.497,1.0,W3
Unknown,Mariners,70,82,.461,6.5,L3
Unknown,Athletics,61,90,.404,15.0,L1
Unknown,Angels,58,93,.384,18.0,W2
Unknown,Braves,89,63,.586,-,W1
Unknown,Phillies,83,68,.550,5.5,L1
Unknown,Marlins,75,77,.493,14.0,W1
Unknown,Nationals,71,81,.467,18.0,W4
Unknown,Mets,69,82,.457,19.5,L3
Unknown,Brewers,94,57,.623,-,W1
Unknown,Cubs,84,68,.553,10.5,L1
Unknown,Pirates,75,76,.497,19.0,L1
Unknown,Cardinals,75,77,.493,19.5,L1
Unknown,Reds,70,81,.464,24.0,L2
Unknown,Dodgers,92,59,.609,-,W2
Unknown,Padres,82,69,.543,10.0,L1
Unknown,D-backs,80,72,.526,12.5,L1
Unknown,Giants,63,89,.414,29.5,W1
Unknown,Rockies,56,95,.371,36.0,W1
